"discharge_year","ppc_version","hospital_name","pfi","ppc_group_number","ppc_group_name","observed_rate_per_10_000_at_risk_discharges","risk_adjusted_rate_per_10_000_at_risk_discharges","significance"
"2017","34.0","Long Island Jewish Valley Stream","518","5","Infectious Complications","68.22488945041061","62.52820930484918","Similar"
"2017","34.0","Long Island Jewish Valley Stream","518","6","Malfunctions, Reactions, etc.","17.57910597689603","18.126818575037245","Similar"
"2017","34.0","Long Island Jewish Valley Stream","518","8","Other Medical and Surgical Complications","118.76184459886292","123.02738562874855","Similar"
"2017","34.0","Maimonides Medical Center","1305","1","Extreme Complications","87.47105737072292","69.61514212614433","Below"
"2017","34.0","Maimonides Medical Center","1305","2","Cardiovascular-Respiratory Complications","153.04412586110595","147.77874476201984","Below"
"2017","34.0","Maimonides Medical Center","1305","3","Gastrointestinal Complications","22.755250494273884","19.820174304032342","Below"
"2017","34.0","Maimonides Medical Center","1305","4","Perioperative Complications","49.45924558164073","45.43667742301094","Similar"
"2017","34.0","Maimonides Medical Center","1305","5","Infectious Complications","69.39649219721034","67.28389444986503","Above"
"2017","34.0","Maimonides Medical Center","1305","6","Malfunctions, Reactions, etc.","31.304577058687844","31.352036289167565","Similar"
"2017","34.0","Maimonides Medical Center","1305","7","Obstetrical Complications","458.59538784067087","596.3186835239318","Above"
"2017","34.0","Maimonides Medical Center","1305","8","Other Medical and Surgical Complications","112.27620621059374","115.75514613734325","Similar"
"2017","34.0","Mary Imogene Bassett Hospital","746","1","Extreme Complications","110.65006915629323","89.24118511811787","Similar"
"2017","34.0","Mary Imogene Bassett Hospital","746","2","Cardiovascular-Respiratory Complications","255.95763459841132","206.14639337076088","Above"
"2017","34.0","Mary Imogene Bassett Hospital","746","3","Gastrointestinal Complications","30.410542321338067","25.614870589081473","Similar"
"2017","34.0","Mary Imogene Bassett Hospital","746","4","Perioperative Complications","70.76037419045335","49.107294056769156","Similar"
"2017","34.0","Mary Imogene Bassett Hospital","746","5","Infectious Complications","73.75921990248781","61.70535492029488","Similar"
"2017","34.0","Mary Imogene Bassett Hospital","746","6","Malfunctions, Reactions, etc.","32.91880029261156","25.993555748085747","Similar"
"2017","34.0","Mary Imogene Bassett Hospital","746","7","Obstetrical Complications","590.5511811023622","529.022897052419","Similar"
"2017","34.0","Mary Imogene Bassett Hospital","746","8","Other Medical and Surgical Complications","108.03427294176083","83.22152787719826","Below"
"2017","34.0","Massena Hospital","804","1","Extreme Complications","27.654867256637168","53.336226860904716","Similar"
"2017","34.0","Massena Hospital","804","2","Cardiovascular-Respiratory Complications","83.19467554076539","117.98802274776891","Similar"
"2017","34.0","Massena Hospital","804","3","Gastrointestinal Complications","44.41976679622432","62.1154799325729","Above"
"2017","34.0","Massena Hospital","804","4","Perioperative Complications","26.680896478121664","85.227113707812","Similar"
"2017","34.0","Massena Hospital","804","5","Infectious Complications","16.09442060085837","20.942368228696363","Similar"
"2017","34.0","Massena Hospital","804","6","Malfunctions, Reactions, etc.","26.56748140276302","35.714605766214746","Similar"
"2017","34.0","Massena Hospital","804","7","Obstetrical Complications","378.3783783783784","423.1233114924177","Similar"
"2017","34.0","Massena Hospital","804","8","Other Medical and Surgical Complications","117.14589989350374","139.17481967969272","Similar"
"2017","34.0","Medina Memorial Hospital","718","1","Extreme Complications","0","0","Below"
"2017","34.0","Medina Memorial Hospital","718","2","Cardiovascular-Respiratory Complications","241.93548387096774","329.3547855984176","Above"
"2017","34.0","Medina Memorial Hospital","718","3","Gastrointestinal Complications","0","0","Below"
"2017","34.0","Medina Memorial Hospital","718","4","Perioperative Complications","0","0","Below"
"2017","34.0","Medina Memorial Hospital","718","5","Infectious Complications","80.64516129032258","112.66681104845223","Similar"
"2017","34.0","Medina Memorial Hospital","718","6","Malfunctions, Reactions, etc.","53.61930294906166","69.27629801393437","Similar"
"2017","34.0","Medina Memorial Hospital","718","8","Other Medical and Surgical Complications","53.61930294906166","67.11939783590988","Similar"
"2017","34.0","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","39","1","Extreme Complications","18.796992481203006","46.75550216678385","Similar"
"2017","34.0","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","39","2","Cardiovascular-Respiratory Complications","163.41923318667503","298.5000216719524","Above"
"2017","34.0","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","39","3","Gastrointestinal Complications","6.289308176100628","11.218513793224856","Similar"
"2017","34.0","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","39","4","Perioperative Complications","6.153846153846154","17.06487039203417","Similar"
"2017","34.0","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","39","5","Infectious Complications","6.1804697156983925","10.621115525366589","Similar"
"2017","34.0","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","39","6","Malfunctions, Reactions, etc.","12.285012285012284","20.64082411486275","Similar"
"2017","34.0","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","39","7","Obstetrical Complications","283.28611898017","370.9112709150074","Similar"
"2017","34.0","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","39","8","Other Medical and Surgical Complications","55.35055350553505","90.6558644717695","Similar"
"2017","34.0","Mercy Hospital","513","1","Extreme Complications","74.38658820917064","142.57465732029777","Above"
"2017","34.0","Mercy Hospital","513","2","Cardiovascular-Respiratory Complications","177.6988005330964","284.604113997509","Above"
"2017","34.0","Mercy Hospital","513","3","Gastrointestinal Complications","18.926742373636163","29.150194091257706","Similar"
"2017","34.0","Mercy Hospital","513","4","Perioperative Complications","20.740093876214388","38.276525898939596","Similar"
"2017","34.0","Mercy Hospital","513","5","Infectious Complications","63.2139292447599","73.30730773250711","Similar"
"2017","34.0","Mercy Hospital","513","6","Malfunctions, Reactions, etc.","41.42140832788315","58.38116244029976","Above"
"2017","34.0","Mercy Hospital","513","7","Obstetrical Complications","256.69642857142856","325.4767474236331","Similar"
"2017","34.0","Mercy Hospital","513","8","Other Medical and Surgical Complications","151.5650741350906","227.04126968246274","Above"
"2017","34.0","Mercy Hospital of Buffalo","213","1","Extreme Complications","139.24703455389377","82.42772452382052","Similar"
"2017","34.0","Mercy Hospital of Buffalo","213","2","Cardiovascular-Respiratory Complications","263.7312234835455","160.72712078841232","Similar"
"2017","34.0","Mercy Hospital of Buffalo","213","3","Gastrointestinal Complications","46.55172413793103","30.856175114878333","Similar"
"2017","34.0","Mercy Hospital of Buffalo","213","4","Perioperative Complications","96.79203539823008","56.39704482992946","Above"
"2017","34.0","Mercy Hospital of Buffalo","213","5","Infectious Complications","87.61882945825221","60.98212696381688","Similar"
"2017","34.0","Mercy Hospital of Buffalo","213","6","Malfunctions, Reactions, etc.","57.92700073111749","40.27612866345435","Above"
"2017","34.0","Mercy Hospital of Buffalo","213","7","Obstetrical Complications","425.34722222222223","349.02254738601107","Below"
"2017","34.0","Mercy Hospital of Buffalo","213","8","Other Medical and Surgical Complications","185.70049406553466","118.53739099452523","Similar"
"2017","34.0","Metropolitan Hospital Center","1454","1","Extreme Complications","27.03366920619317","61.41180036323485","Similar"
"2017","34.0","Metropolitan Hospital Center","1454","2","Cardiovascular-Respiratory Complications","49.449870194090735","101.99593928945826","Below"
"2017","34.0","Metropolitan Hospital Center","1454","3","Gastrointestinal Complications","7.442322004465393","14.316428548423712","Similar"
"2017","34.0","Metropolitan Hospital Center","1454","4","Perioperative Complications","17.815388041420775","52.70110039712517","Similar"
"2017","34.0","Metropolitan Hospital Center","1454","5","Infectious Complications","24.87562189054726","37.158625253980254","Below"
"2017","34.0","Metropolitan Hospital Center","1454","6","Malfunctions, Reactions, etc.","12.224938875305623","24.638120230777492","Similar"
"2017","34.0","Metropolitan Hospital Center","1454","7","Obstetrical Complications","751.9640852974187","627.8273863164163","Above"
"2017","34.0","Metropolitan Hospital Center","1454","8","Other Medical and Surgical Complications","59.3040170079445","117.5878790590293","Similar"
"2017","34.0","Mid-Hudson Valley Division of Westchester Medical Center","180","1","Extreme Complications","29.092319627618306","53.77231647008433","Similar"
"2017","34.0","Mid-Hudson Valley Division of Westchester Medical Center","180","2","Cardiovascular-Respiratory Complications","116.39185257032008","173.08899809780803","Similar"
"2017","34.0","Mid-Hudson Valley Division of Westchester Medical Center","180","3","Gastrointestinal Complications","25.252525252525256","36.73092210079919","Similar"
"2017","34.0","Mid-Hudson Valley Division of Westchester Medical Center","180","4","Perioperative Complications","24.579315560597465","45.06508489363725","Similar"
"2017","34.0","Mid-Hudson Valley Division of Westchester Medical Center","180","5","Infectious Complications","42.619139868268114","49.186802144739104","Similar"
"2017","34.0","Mid-Hudson Valley Division of Westchester Medical Center","180","6","Malfunctions, Reactions, etc.","26.964560862865948","35.634737578901984","Similar"
"2017","34.0","Mid-Hudson Valley Division of Westchester Medical Center","180","8","Other Medical and Surgical Complications","92.96920395119116","122.0073053200263","Similar"
"2017","34.0","Millard Fillmore Suburban Hospital","3067","1","Extreme Complications","86.67470605969248","99.37618628070318","Above"
"2017","34.0","Millard Fillmore Suburban Hospital","3067","2","Cardiovascular-Respiratory Complications","177.14458012965474","182.8650673225296","Similar"
"2017","34.0","Millard Fillmore Suburban Hospital","3067","3","Gastrointestinal Complications","27.231467473524965","26.26541452202389","Similar"
"2017","34.0","Millard Fillmore Suburban Hospital","3067","4","Perioperative Complications","22.65916234193407","25.582123513616363","Below"
"2017","34.0","Millard Fillmore Suburban Hospital","3067","5","Infectious Complications","43.681277300798314","40.29599585190992","Below"
"2017","34.0","Millard Fillmore Suburban Hospital","3067","6","Malfunctions, Reactions, etc.","13.822202822639314","13.344102057380088","Below"
"2017","34.0","Millard Fillmore Suburban Hospital","3067","7","Obstetrical Complications","435.2763058289175","362.91760747369256","Below"
"2017","34.0","Millard Fillmore Suburban Hospital","3067","8","Other Medical and Surgical Complications","75.39917208752217","73.37369138204009","Below"
"2017","34.0","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","3058","1","Extreme Complications","76.95709862892525","72.56559909317318","Similar"
"2017","34.0","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","3058","2","Cardiovascular-Respiratory Complications","122.67493356953057","118.42064517572844","Below"
"2017","34.0","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","3058","3","Gastrointestinal Complications","20.00711364040548","18.436987138106083","Below"
"2017","34.0","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","3058","4","Perioperative Complications","78.91627278865631","62.08597198131131","Above"
"2017","34.0","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","3058","5","Infectious Complications","59.76708415732806","59.27271602730675","Similar"
"2017","34.0","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","3058","6","Malfunctions, Reactions, etc.","28.53665701456209","27.8321367633561","Similar"
"2017","34.0","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","3058","7","Obstetrical Complications","741.7433676231727","501.8347798551091","Above"
"2017","34.0","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","3058","8","Other Medical and Surgical Complications","103.81066302118934","100.25765962161665","Below"
"2017","34.0","Montefiore Medical Center - Henry & Lucy Moses Div","1169","1","Extreme Complications","95.37853355504659","83.47972976538075","Similar"
"2017","34.0","Montefiore Medical Center - Henry & Lucy Moses Div","1169","2","Cardiovascular-Respiratory Complications","124.32983587146005","116.64061829835109","Below"
"2017","34.0","Montefiore Medical Center - Henry & Lucy Moses Div","1169","3","Gastrointestinal Complications","26.40438312759918","24.14821465937959","Below"
"2017","34.0","Montefiore Medical Center - Henry & Lucy Moses Div","1169","4","Perioperative Complications","53.10593101335308","44.60754332313811","Similar"
"2017","34.0","Montefiore Medical Center - Henry & Lucy Moses Div","1169","5","Infectious Complications","51.32360886007563","50.62255041615002","Similar"
"2017","34.0","Montefiore Medical Center - Henry & Lucy Moses Div","1169","6","Malfunctions, Reactions, etc.","28.175689909416473","25.61819354097627","Similar"
"2017","34.0","Montefiore Medical Center - Henry & Lucy Moses Div","1169","8","Other Medical and Surgical Complications","115.59918463684154","112.1706297539485","Below"
"2017","34.0","Montefiore Medical Center-Wakefield Hospital","1168","1","Extreme Complications","34.22084967865788","46.590079394706294","Below"
"2017","34.0","Montefiore Medical Center-Wakefield Hospital","1168","2","Cardiovascular-Respiratory Complications","73.6463302368399","90.33190496190679","Below"
"2017","34.0","Montefiore Medical Center-Wakefield Hospital","1168","3","Gastrointestinal Complications","14.258156504235512","15.796300459955198","Below"
"2017","34.0","Montefiore Medical Center-Wakefield Hospital","1168","4","Perioperative Complications","35.751171843966","52.73427754710264","Similar"
"2017","34.0","Montefiore Medical Center-Wakefield Hospital","1168","5","Infectious Complications","35.05911129229515","39.92886090958132","Below"
"2017","34.0","Montefiore Medical Center-Wakefield Hospital","1168","6","Malfunctions, Reactions, etc.","22.15365139647124","23.613657241184878","Similar"
"2017","34.0","Montefiore Medical Center-Wakefield Hospital","1168","7","Obstetrical Complications","842.5275827482448","559.9769171512177","Above"
"2017","34.0","Montefiore Medical Center-Wakefield Hospital","1168","8","Other Medical and Surgical Complications","75.67912052895723","80.57826635389995","Below"
"2017","34.0","Montefiore New Rochelle Hospital","1072","1","Extreme Complications","42.10911753936287","55.71300357737293","Similar"
"2017","34.0","Montefiore New Rochelle Hospital","1072","2","Cardiovascular-Respiratory Complications","97.15857011915674","120.64272081061517","Below"
"2017","34.0","Montefiore New Rochelle Hospital","1072","3","Gastrointestinal Complications","36.79852805887764","44.338526757871605","Similar"
"2017","34.0","Montefiore New Rochelle Hospital","1072","4","Perioperative Complications","3.5816618911174785","7.206551439486275","Below"
"2017","34.0","Montefiore New Rochelle Hospital","1072","5","Infectious Complications","36.46308113035551","39.74753533712407","Similar"
"2017","34.0","Montefiore New Rochelle Hospital","1072","6","Malfunctions, Reactions, etc.","10.683760683760685","12.99436771855314","Below"
"2017","34.0","Montefiore New Rochelle Hospital","1072","7","Obstetrical Complications","164.83516483516485","202.0034859193022","Below"
"2017","34.0","Montefiore New Rochelle Hospital","1072","8","Other Medical and Surgical Complications","73.54260089686099","84.60620262910969","Below"
"2017","34.0","Montefiore Nyack","776","1","Extreme Complications","40.075933347395065","50.51375696582929","Below"
"2017","34.0","Montefiore Nyack","776","2","Cardiovascular-Respiratory Complications","201.14334109676054","238.99388911718782","Above"
"2017","34.0","Montefiore Nyack","776","3","Gastrointestinal Complications","42.42681374628766","45.78939319480476","Above"
"2017","34.0","Montefiore Nyack","776","4","Perioperative Complications","12.00600300150075","26.455722286173803","Similar"
"2017","34.0","Montefiore Nyack","776","5","Infectious Complications","59.274399591211036","61.16050351878346","Similar"
"2017","34.0","Montefiore Nyack","776","6","Malfunctions, Reactions, etc.","46.02761656994196","55.921717966379","Above"
"2017","34.0","Montefiore Nyack","776","7","Obstetrical Complications","216.0168598524763","326.8125570443842","Below"
"2017","34.0","Montefiore Nyack","776","8","Other Medical and Surgical Complications","160.29841717915113","193.13314583939376","Above"
"2017","34.0","Mount Sinai Beth Israel","1439","1","Extreme Complications","66.68599594085242","74.5280785352905","Similar"
"2017","34.0","Mount Sinai Beth Israel","1439","2","Cardiovascular-Respiratory Complications","153.2033426183844","159.70603447225034","Similar"
"2017","34.0","Mount Sinai Beth Israel","1439","3","Gastrointestinal Complications","31.424581005586592","30.23692843831117","Similar"
"2017","34.0","Mount Sinai Beth Israel","1439","4","Perioperative Complications","70.24194447541532","55.28329611931865","Above"
"2017","34.0","Mount Sinai Beth Israel","1439","5","Infectious Complications","48.54930065888337","45.53373940997222","Below"
"2017","34.0","Mount Sinai Beth Israel","1439","6","Malfunctions, Reactions, etc.","33.77617653681603","31.65452659988381","Similar"
"2017","34.0","Mount Sinai Beth Israel","1439","7","Obstetrical Complications","739.3483709273182","706.3292278455461","Above"
"2017","34.0","Mount Sinai Beth Israel","1439","8","Other Medical and Surgical Complications","205.23463622737233","193.6084261626678","Above"
"2017","34.0","Mount Sinai Brooklyn","1324","1","Extreme Complications","88.19620635495953","97.96847684113938","Similar"
"2017","34.0","Mount Sinai Brooklyn","1324","2","Cardiovascular-Respiratory Complications","219.9130014499758","231.2301488445427","Above"
"2017","34.0","Mount Sinai Brooklyn","1324","3","Gastrointestinal Complications","49.61878252450684","47.15674573428071","Above"
"2017","34.0","Mount Sinai Brooklyn","1324","4","Perioperative Complications","23.57100766057749","36.435877068527866","Similar"
"2017","34.0","Mount Sinai Brooklyn","1324","5","Infectious Complications","84.57170472393379","72.77729020778682","Above"
"2017","34.0","Mount Sinai Brooklyn","1324","6","Malfunctions, Reactions, etc.","36.799620132953464","32.423568755450766","Similar"
"2017","34.0","Mount Sinai Brooklyn","1324","8","Other Medical and Surgical Complications","100.27787845837864","95.62106577628316","Below"
"2017","34.0","Mount Sinai Hospital - Mount Sinai Hospital of Queens","1639","1","Extreme Complications","68.81881881881883","72.25660461716431","Similar"
"2017","34.0","Mount Sinai Hospital - Mount Sinai Hospital of Queens","1639","2","Cardiovascular-Respiratory Complications","182.70554373670382","181.56632473648713","Similar"
"2017","34.0","Mount Sinai Hospital - Mount Sinai Hospital of Queens","1639","3","Gastrointestinal Complications","27.63471925637483","25.760518057170785","Similar"
"2017","34.0","Mount Sinai Hospital - Mount Sinai Hospital of Queens","1639","4","Perioperative Complications","19.675356615838663","28.887816754431498","Similar"
"2017","34.0","Mount Sinai Hospital - Mount Sinai Hospital of Queens","1639","5","Infectious Complications","68.81881881881883","57.88686883050401","Similar"
"2017","34.0","Mount Sinai Hospital - Mount Sinai Hospital of Queens","1639","6","Malfunctions, Reactions, etc.","26.093439363817097","23.170357968614134","Similar"
"2017","34.0","Mount Sinai Hospital - Mount Sinai Hospital of Queens","1639","8","Other Medical and Surgical Complications","86.33633633633633","78.38014605689669","Below"
"2017","34.0","Mount Sinai Morningside","1469","1","Extreme Complications","107.50867688140184","60.32356881306394","Below"
"2017","34.0","Mount Sinai Morningside","1469","2","Cardiovascular-Respiratory Complications","267.660511604269","162.71632084924448","Similar"
"2017","34.0","Mount Sinai Morningside","1469","3","Gastrointestinal Complications","36.5584084339398","23.35331983114342","Similar"
"2017","34.0","Mount Sinai Morningside","1469","4","Perioperative Complications","61.52389966871746","43.658205231677336","Similar"
"2017","34.0","Mount Sinai Morningside","1469","5","Infectious Complications","66.40432857845549","47.92935970839909","Similar"
"2017","34.0","Mount Sinai Morningside","1469","6","Malfunctions, Reactions, etc.","46.28501827040195","33.42647382462046","Similar"
"2017","34.0","Mount Sinai Morningside","1469","8","Other Medical and Surgical Complications","191.80327868852459","124.55062463932612","Similar"
"2017","34.0","Mount Sinai South Nassau","527","1","Extreme Complications","84.41746169413126","106.54983068724944","Above"
"2017","34.0","Mount Sinai South Nassau","527","2","Cardiovascular-Respiratory Complications","148.75267696938127","185.65154826840796","Similar"
"2017","34.0","Mount Sinai South Nassau","527","3","Gastrointestinal Complications","35.99837426696859","42.0062085394569","Above"
"2017","34.0","Mount Sinai South Nassau","527","4","Perioperative Complications","23.098498597591156","28.722965826851727","Below"
"2017","34.0","Mount Sinai South Nassau","527","5","Infectious Complications","54.58577358275999","59.54789220156642","Similar"
"2017","34.0","Mount Sinai South Nassau","527","6","Malfunctions, Reactions, etc.","32.50574454968335","35.73309253468657","Similar"
"2017","34.0","Mount Sinai South Nassau","527","7","Obstetrical Complications","239.83315954118873","318.12607737173414","Below"
"2017","34.0","Mount Sinai South Nassau","527","8","Other Medical and Surgical Complications","86.57763693979177","101.18213989680201","Below"
"2017","34.0","Mount Sinai West","1466","1","Extreme Complications","36.38195455054293","67.8662672034124","Similar"
"2017","34.0","Mount Sinai West","1466","2","Cardiovascular-Respiratory Complications","122.15622548470246","185.61452427073493","Similar"
"2017","34.0","Mount Sinai West","1466","3","Gastrointestinal Complications","19.646365422396855","30.50821435030542","Similar"
"2017","34.0","Mount Sinai West","1466","4","Perioperative Complications","38.46153846153847","44.16459262895943","Similar"
"2017","34.0","Mount Sinai West","1466","5","Infectious Complications","35.77417551704863","50.42787692500052","Similar"
"2017","34.0","Mount Sinai West","1466","6","Malfunctions, Reactions, etc.","12.358282736016335","17.322417841014186","Below"
"2017","34.0","Mount Sinai West","1466","7","Obstetrical Complications","615.7849089332177","575.2604889571106","Above"
"2017","34.0","Mount Sinai West","1466","8","Other Medical and Surgical Complications","118.6717474142624","175.11878993465083","Above"
"2017","34.0","Mount St. Mary's Hospital and Health Center","583","1","Extreme Complications","33.692722371967655","59.19897275437141","Similar"
"2017","34.0","Mount St. Mary's Hospital and Health Center","583","2","Cardiovascular-Respiratory Complications","110.11235955056179","154.83471667761532","Similar"
"2017","34.0","Mount St. Mary's Hospital and Health Center","583","3","Gastrointestinal Complications","27.014858171994597","32.26731311626529","Similar"
"2017","34.0","Mount St. Mary's Hospital and Health Center","583","4","Perioperative Complications","22.261798753339267","53.64549759049225","Similar"
"2017","34.0","Mount St. Mary's Hospital and Health Center","583","5","Infectious Complications","74.00762502803319","93.00675208687541","Above"
"2017","34.0","Mount St. Mary's Hospital and Health Center","583","6","Malfunctions, Reactions, etc.","37.9041248606466","40.12681608120144","Similar"
"2017","34.0","Mount St. Mary's Hospital and Health Center","583","7","Obstetrical Complications","412.6984126984127","522.5875756040053","Similar"
"2017","34.0","Mount St. Mary's Hospital and Health Center","583","8","Other Medical and Surgical Complications","89.54555630176853","100.45850639744678","Similar"
"2017","34.0","Nassau University Medical Center","528","1","Extreme Complications","44.906978401881815","79.03445823904902","Similar"
"2017","34.0","Nassau University Medical Center","528","2","Cardiovascular-Respiratory Complications","62.392426850258175","116.90068584036705","Below"
"2017","34.0","Nassau University Medical Center","528","3","Gastrointestinal Complications","13.66120218579235","21.45036637277896","Similar"
"2017","34.0","Nassau University Medical Center","528","4","Perioperative Complications","15.684224284407268","44.46435314934981","Similar"
"2017","34.0","Nassau University Medical Center","528","5","Infectious Complications","51.681320894019734","80.35812500833357","Above"
"2017","34.0","Nassau University Medical Center","528","6","Malfunctions, Reactions, etc.","13.203934772562224","23.444754638603776","Similar"
"2017","34.0","Nassau University Medical Center","528","7","Obstetrical Complications","316.1141094834233","377.16685518790615","Similar"
"2017","34.0","Nassau University Medical Center","528","8","Other Medical and Surgical Complications","65.63245823389022","118.2326132428494","Similar"
"2017","34.0","Nathan Littauer Hospital","330","1","Extreme Complications","35.634743875278396","40.470283905409104","Similar"
"2017","34.0","Nathan Littauer Hospital","330","2","Cardiovascular-Respiratory Complications","143.0487259722843","153.4736006778586","Similar"
"2017","34.0","Nathan Littauer Hospital","330","3","Gastrointestinal Complications","0","0","Below"
"2017","34.0","Nathan Littauer Hospital","330","4","Perioperative Complications","8.676789587852495","26.034567620979526","Similar"
"2017","34.0","Nathan Littauer Hospital","330","5","Infectious Complications","17.5284837861525","17.076061519998838","Below"
"2017","34.0","Nathan Littauer Hospital","330","6","Malfunctions, Reactions, etc.","30.408340573414424","34.78693357087401","Similar"
"2017","34.0","Nathan Littauer Hospital","330","7","Obstetrical Complications","879.7653958944283","807.1938993354394","Above"
"2017","34.0","Nathan Littauer Hospital","330","8","Other Medical and Surgical Complications","108.8850174216028","111.37877937049176","Similar"
"2017","34.0","Newark-Wayne Community Hospital","1028","1","Extreme Complications","25.31645569620253","39.476699509525396","Below"
"2017","34.0","Newark-Wayne Community Hospital","1028","2","Cardiovascular-Respiratory Complications","132.15061549601737","173.14526885879974","Similar"
"2017","34.0","Newark-Wayne Community Hospital","1028","3","Gastrointestinal Complications","56.20014503263234","73.39260511597396","Above"
"2017","34.0","Newark-Wayne Community Hospital","1028","4","Perioperative Complications","16.11170784103115","48.62104545311664","Similar"
"2017","34.0","Newark-Wayne Community Hospital","1028","5","Infectious Complications","19.83411467724486","22.424032159277164","Below"
"2017","34.0","Newark-Wayne Community Hospital","1028","6","Malfunctions, Reactions, etc.","12.556053811659194","16.664558244153945","Similar"
"2017","34.0","Newark-Wayne Community Hospital","1028","7","Obstetrical Complications","97.62900976290098","110.03976806726561","Below"
"2017","34.0","Newark-Wayne Community Hospital","1028","8","Other Medical and Surgical Complications","79.09401402121158","91.81343494773756","Below"
"2017","34.0","New York Community Hospital of Brooklyn, Inc","1293","1","Extreme Complications","94.11764705882352","107.89222901255724","Above"
"2017","34.0","New York Community Hospital of Brooklyn, Inc","1293","2","Cardiovascular-Respiratory Complications","163.1372549019608","189.13446686599337","Similar"
"2017","34.0","New York Community Hospital of Brooklyn, Inc","1293","3","Gastrointestinal Complications","18.835347669125724","22.40822305246126","Similar"
"2017","34.0","New York Community Hospital of Brooklyn, Inc","1293","4","Perioperative Complications","17.033137194177762","29.239100495441683","Similar"
"2017","34.0","New York Community Hospital of Brooklyn, Inc","1293","5","Infectious Complications","50.19607843137255","45.024326509105066","Similar"
"2017","34.0","New York Community Hospital of Brooklyn, Inc","1293","6","Malfunctions, Reactions, etc.","71.83010618363522","73.14935955843771","Above"
"2017","34.0","New York Community Hospital of Brooklyn, Inc","1293","8","Other Medical and Surgical Complications","45.490196078431374","48.22231625408882","Below"
"2017","34.0","New York - Presbyterian Brooklyn Methodist Hospital","1306","1","Extreme Complications","85.74986657178438","69.41948419899514","Below"
"2017","34.0","New York - Presbyterian Brooklyn Methodist Hospital","1306","2","Cardiovascular-Respiratory Complications","116.69948093789154","97.36284087746549","Below"
"2017","34.0","New York - Presbyterian Brooklyn Methodist Hospital","1306","3","Gastrointestinal Complications","27.67096704639379","22.814590971505865","Below"
"2017","34.0","New York - Presbyterian Brooklyn Methodist Hospital","1306","4","Perioperative Complications","23.258861298565158","21.719835852107938","Below"
"2017","34.0","New York - Presbyterian Brooklyn Methodist Hospital","1306","5","Infectious Complications","50.892311868087134","41.218767723355306","Below"
"2017","34.0","New York - Presbyterian Brooklyn Methodist Hospital","1306","6","Malfunctions, Reactions, etc.","23.477240119994786","20.923524896023345","Below"
"2017","34.0","New York - Presbyterian Brooklyn Methodist Hospital","1306","7","Obstetrical Complications","299.41254500663257","359.9158906878396","Below"
"2017","34.0","New York - Presbyterian Brooklyn Methodist Hospital","1306","8","Other Medical and Surgical Complications","87.88803396126293","77.96121192985639","Below"
"2017","34.0","New York - Presbyterian Hospital","1122","1","Extreme Complications","78.76712328767124","115.77826364755205","Above"
"2017","34.0","New York - Presbyterian Hospital","1122","2","Cardiovascular-Respiratory Complications","183.95795246800733","248.89028438722602","Above"
"2017","34.0","New York - Presbyterian Hospital","1122","3","Gastrointestinal Complications","26.32783882783883","33.35566906997998","Similar"
"2017","34.0","New York - Presbyterian Hospital","1122","4","Perioperative Complications","21.675517502980384","34.87581347350967","Similar"
"2017","34.0","New York - Presbyterian Hospital","1122","5","Infectious Complications","47.55585047555851","59.569714097804095","Similar"
"2017","34.0","New York - Presbyterian Hospital","1122","6","Malfunctions, Reactions, etc.","19.411193788417986","25.064596866214966","Similar"
"2017","34.0","New York - Presbyterian Hospital","1122","7","Obstetrical Complications","398.6710963455149","511.342831205342","Similar"
"2017","34.0","New York - Presbyterian Hospital","1122","8","Other Medical and Surgical Complications","139.11531355287468","179.6268976822244","Above"
"2017","34.0","New York Presbyterian Hospital - Allen Hospital","3975","1","Extreme Complications","29.45347441911203","49.73529702107221","Below"
"2017","34.0","New York Presbyterian Hospital - Allen Hospital","3975","2","Cardiovascular-Respiratory Complications","74.35757244395845","101.32139354872115","Below"
"2017","34.0","New York Presbyterian Hospital - Allen Hospital","3975","3","Gastrointestinal Complications","12.05347359193513","18.610988971344852","Similar"
"2017","34.0","New York Presbyterian Hospital - Allen Hospital","3975","4","Perioperative Complications","11.870076615949065","31.56209662250833","Similar"
"2017","34.0","New York Presbyterian Hospital - Allen Hospital","3975","5","Infectious Complications","21.746221593998044","28.947841080285077","Below"
