"discharge_year","ppc_version","hospital_name","pfi","ppc_group_number","ppc_group_name","observed_rate_per_10_000_at_risk_discharges","risk_adjusted_rate_per_10_000_at_risk_discharges","significance"
"2017","34.0","New York Presbyterian Hospital - Allen Hospital","3975","6","Malfunctions, Reactions, etc.","12.858979854264895","19.49740588389016","Similar"
"2017","34.0","New York Presbyterian Hospital - Allen Hospital","3975","7","Obstetrical Complications","344.16826003824093","364.39813078806947","Similar"
"2017","34.0","New York Presbyterian Hospital - Allen Hospital","3975","8","Other Medical and Surgical Complications","73.00053676865271","99.09899776307992","Below"
"2017","34.0","New York-Presbyterian Hospital - Columbia Presbyterian Center","1464","1","Extreme Complications","225.49760644998742","100.09799666706228","Above"
"2017","34.0","New York-Presbyterian Hospital - Columbia Presbyterian Center","1464","2","Cardiovascular-Respiratory Complications","273.0137667938298","157.60962915254075","Similar"
"2017","34.0","New York-Presbyterian Hospital - Columbia Presbyterian Center","1464","3","Gastrointestinal Complications","44.56268706351845","27.020630420382115","Similar"
"2017","34.0","New York-Presbyterian Hospital - Columbia Presbyterian Center","1464","4","Perioperative Complications","87.71264629306641","46.06957816490036","Similar"
"2017","34.0","New York-Presbyterian Hospital - Columbia Presbyterian Center","1464","5","Infectious Complications","61.246447981901945","41.24789007080799","Below"
"2017","34.0","New York-Presbyterian Hospital - Columbia Presbyterian Center","1464","6","Malfunctions, Reactions, etc.","30.62196032011528","22.117346783206266","Below"
"2017","34.0","New York-Presbyterian Hospital - Columbia Presbyterian Center","1464","7","Obstetrical Complications","489.7614523960313","377.64737171933496","Below"
"2017","34.0","New York-Presbyterian Hospital - Columbia Presbyterian Center","1464","8","Other Medical and Surgical Complications","206.14722524772205","140.2554631616119","Above"
"2017","34.0","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","1","Extreme Complications","143.99532197938746","97.70454747517076","Above"
"2017","34.0","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","2","Cardiovascular-Respiratory Complications","218.36075657388898","164.6539652925573","Similar"
"2017","34.0","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","3","Gastrointestinal Complications","43.20320938126832","37.16183426848778","Similar"
"2017","34.0","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","4","Perioperative Complications","73.28563950444948","46.192660702072686","Similar"
"2017","34.0","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","5","Infectious Complications","49.204422007796026","42.57449642545589","Below"
"2017","34.0","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","6","Malfunctions, Reactions, etc.","29.980600787725592","26.480292590391528","Similar"
"2017","34.0","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","7","Obstetrical Complications","366.5746945210879","432.7800767387037","Similar"
"2017","34.0","New York-Presbyterian Hospital - New York Weill Cornell Center","1458","8","Other Medical and Surgical Complications","142.2032346658529","126.0134936541905","Similar"
"2017","34.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","1","Extreme Complications","76.38614513367575","75.75600319146295","Similar"
"2017","34.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","2","Cardiovascular-Respiratory Complications","146.28360569319977","145.71760865039334","Similar"
"2017","34.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","3","Gastrointestinal Complications","27.71911298838437","24.717610482564552","Similar"
"2017","34.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","4","Perioperative Complications","27.145811789038262","41.77788647749059","Similar"
"2017","34.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","5","Infectious Complications","43.403919505458376","39.695872592953364","Below"
"2017","34.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","6","Malfunctions, Reactions, etc.","28.493718430255147","27.20199285961739","Similar"
"2017","34.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","7","Obstetrical Complications","420.4993429697766","555.9438995857906","Similar"
"2017","34.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","8","Other Medical and Surgical Complications","91.58707313881983","87.13869409304417","Below"
"2017","34.0","New York-Presbyterian/Lower Manhattan Hospital","1437","1","Extreme Complications","43.91743522178305","68.53267812664805","Similar"
"2017","34.0","New York-Presbyterian/Lower Manhattan Hospital","1437","2","Cardiovascular-Respiratory Complications","102.11924892939497","152.62262269861915","Similar"
"2017","34.0","New York-Presbyterian/Lower Manhattan Hospital","1437","3","Gastrointestinal Complications","14.315604008369121","21.71680357323164","Similar"
"2017","34.0","New York-Presbyterian/Lower Manhattan Hospital","1437","4","Perioperative Complications","34.613304488912924","62.68143383292762","Similar"
"2017","34.0","New York-Presbyterian/Lower Manhattan Hospital","1437","5","Infectious Complications","40.62362758014932","53.65479948809119","Similar"
"2017","34.0","New York-Presbyterian/Lower Manhattan Hospital","1437","6","Malfunctions, Reactions, etc.","22.390446742723107","34.94489010562178","Similar"
"2017","34.0","New York-Presbyterian/Lower Manhattan Hospital","1437","7","Obstetrical Complications","573.030208657739","631.5928548612253","Above"
"2017","34.0","New York-Presbyterian/Lower Manhattan Hospital","1437","8","Other Medical and Surgical Complications","73.92329119348618","114.45643374655857","Similar"
"2017","34.0","New York - Presbyterian/Queens","1637","1","Extreme Complications","69.01991717609938","64.07263331421453","Below"
"2017","34.0","New York - Presbyterian/Queens","1637","2","Cardiovascular-Respiratory Complications","112.95628393642743","108.80676116919628","Below"
"2017","34.0","New York - Presbyterian/Queens","1637","3","Gastrointestinal Complications","27.852936495304792","24.4141280949772","Similar"
"2017","34.0","New York - Presbyterian/Queens","1637","4","Perioperative Complications","31.544584235043832","36.21491507618794","Similar"
"2017","34.0","New York - Presbyterian/Queens","1637","5","Infectious Complications","55.00550055005501","49.56286127438663","Similar"
"2017","34.0","New York - Presbyterian/Queens","1637","6","Malfunctions, Reactions, etc.","18.800457109153243","17.464718803878597","Below"
"2017","34.0","New York - Presbyterian/Queens","1637","7","Obstetrical Complications","243.65737251946746","275.9598374368834","Below"
"2017","34.0","New York - Presbyterian/Queens","1637","8","Other Medical and Surgical Complications","114.63679616378826","112.80473545237744","Below"
"2017","34.0","Niagara Falls Memorial Medical Center","574","1","Extreme Complications","57.43589743589744","129.57274208465242","Above"
"2017","34.0","Niagara Falls Memorial Medical Center","574","2","Cardiovascular-Respiratory Complications","131.44382830149928","342.3979460748454","Above"
"2017","34.0","Niagara Falls Memorial Medical Center","574","3","Gastrointestinal Complications","10.26904908605463","21.334180724528956","Similar"
"2017","34.0","Niagara Falls Memorial Medical Center","574","4","Perioperative Complications","10.16053647632595","20.942360056509525","Similar"
"2017","34.0","Niagara Falls Memorial Medical Center","574","5","Infectious Complications","32.78688524590164","67.46162018557872","Similar"
"2017","34.0","Niagara Falls Memorial Medical Center","574","6","Malfunctions, Reactions, etc.","12.185215272136475","24.143735270679414","Similar"
"2017","34.0","Niagara Falls Memorial Medical Center","574","7","Obstetrical Complications","626.3048016701462","769.223329642156","Above"
"2017","34.0","Niagara Falls Memorial Medical Center","574","8","Other Medical and Surgical Complications","59.11129229514879","121.55383970194893","Similar"
"2017","34.0","Nicholas H. Noyes Memorial Hospital","393","1","Extreme Complications","73.29842931937173","337.5464153476202","Above"
"2017","34.0","Nicholas H. Noyes Memorial Hospital","393","2","Cardiovascular-Respiratory Complications","57.65199161425576","181.0944086838685","Similar"
"2017","34.0","Nicholas H. Noyes Memorial Hospital","393","3","Gastrointestinal Complications","10.498687664041995","33.38969770550743","Similar"
"2017","34.0","Nicholas H. Noyes Memorial Hospital","393","4","Perioperative Complications","25.7864878803507","87.21397779965753","Similar"
"2017","34.0","Nicholas H. Noyes Memorial Hospital","393","5","Infectious Complications","62.37006237006237","164.38690617591269","Above"
"2017","34.0","Nicholas H. Noyes Memorial Hospital","393","6","Malfunctions, Reactions, etc.","46.391752577319586","86.74746279310678","Above"
"2017","34.0","Nicholas H. Noyes Memorial Hospital","393","7","Obstetrical Complications","283.9116719242902","330.2094850883316","Similar"
"2017","34.0","Nicholas H. Noyes Memorial Hospital","393","8","Other Medical and Surgical Complications","36.25064733298809","83.41645545802082","Similar"
"2017","34.0","North Central Bronx Hospital","1186","1","Extreme Complications","6.865774116031583","35.84104297363434","Similar"
"2017","34.0","North Central Bronx Hospital","1186","2","Cardiovascular-Respiratory Complications","22.325261892495277","76.00348738903543","Below"
"2017","34.0","North Central Bronx Hospital","1186","3","Gastrointestinal Complications","1.7205781142463867","5.541832873306462","Similar"
"2017","34.0","North Central Bronx Hospital","1186","4","Perioperative Complications","5.099439061703213","22.208837583032903","Similar"
"2017","34.0","North Central Bronx Hospital","1186","5","Infectious Complications","11.969904240766073","30.008776319277835","Similar"
"2017","34.0","North Central Bronx Hospital","1186","6","Malfunctions, Reactions, etc.","5.0284948038887025","14.174766557788901","Similar"
"2017","34.0","North Central Bronx Hospital","1186","7","Obstetrical Complications","436.21399176954736","456.68321048356546","Similar"
"2017","34.0","North Central Bronx Hospital","1186","8","Other Medical and Surgical Complications","23.525457906234244","65.98318769952131","Below"
"2017","34.0","Northern Dutchess Hospital","192","1","Extreme Complications","25.734505683036673","48.17352829801483","Similar"
"2017","34.0","Northern Dutchess Hospital","192","2","Cardiovascular-Respiratory Complications","92.25488092683973","142.58576539196017","Similar"
"2017","34.0","Northern Dutchess Hospital","192","3","Gastrointestinal Complications","17.204301075268816","25.250420251639092","Similar"
"2017","34.0","Northern Dutchess Hospital","192","4","Perioperative Complications","19.100169779286926","49.34875983350402","Similar"
"2017","34.0","Northern Dutchess Hospital","192","5","Infectious Complications","19.251336898395724","25.504937769046123","Below"
"2017","34.0","Northern Dutchess Hospital","192","6","Malfunctions, Reactions, etc.","21.222410865874362","25.559226007309125","Similar"
"2017","34.0","Northern Dutchess Hospital","192","7","Obstetrical Complications","578.8876276958002","663.6474120247017","Above"
"2017","34.0","Northern Dutchess Hospital","192","8","Other Medical and Surgical Complications","80.93716719914802","107.0623393136734","Similar"
"2017","34.0","Northern Westchester Hospital","1117","1","Extreme Complications","39.088825987329834","67.43471705368975","Similar"
"2017","34.0","Northern Westchester Hospital","1117","2","Cardiovascular-Respiratory Complications","147.2972972972973","211.49214133063364","Above"
"2017","34.0","Northern Westchester Hospital","1117","3","Gastrointestinal Complications","18.944519621109606","28.19481487081827","Similar"
"2017","34.0","Northern Westchester Hospital","1117","4","Perioperative Complications","43.33418302319653","52.251156389403654","Similar"
"2017","34.0","Northern Westchester Hospital","1117","5","Infectious Complications","52.555511759295754","73.15290183938818","Similar"
"2017","34.0","Northern Westchester Hospital","1117","6","Malfunctions, Reactions, etc.","22.87457110179184","28.342030582862186","Similar"
"2017","34.0","Northern Westchester Hospital","1117","7","Obstetrical Complications","323.4501347708895","467.4545937150345","Similar"
"2017","34.0","Northern Westchester Hospital","1117","8","Other Medical and Surgical Complications","129.23235978288963","171.93453367229642","Above"
"2017","34.0","North Shore University Hospital","541","1","Extreme Complications","132.7850819758001","99.97752777401226","Above"
"2017","34.0","North Shore University Hospital","541","2","Cardiovascular-Respiratory Complications","174.78119595409046","140.88035088802653","Below"
"2017","34.0","North Shore University Hospital","541","3","Gastrointestinal Complications","33.61874244891527","29.21269654539074","Similar"
