HCPCS_Cd,RBCS_Id,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Latest_Assignment,First_RBCS_Release_Year,RBCS_Analysis_Start_Dt,RBCS_Analysis_End_Dt,Alt_Assignment_Method ,RBCS_Id_Ever_Reassigned
J2425,RI013N,R,Treatment,RI,Injections and Infusions (nononcologic),13,Injection - Growth/Hormone Factor,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J2503,RI013N,R,Treatment,RI,Injections and Infusions (nononcologic),13,Injection - Growth/Hormone Factor,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J2778,RI013N,R,Treatment,RI,Injections and Infusions (nononcologic),13,Injection - Growth/Hormone Factor,N,01/01/2008,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
J9155,RI013N,R,Treatment,RI,Injections and Infusions (nononcologic),13,Injection - Growth/Hormone Factor,N,01/01/2010,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
J9217,RI013N,R,Treatment,RI,Injections and Infusions (nononcologic),13,Injection - Growth/Hormone Factor,N,01/01/1991,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
J9218,RI013N,R,Treatment,RI,Injections and Infusions (nononcologic),13,Injection - Growth/Hormone Factor,N,01/01/1990,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
096372,RI014N,R,Treatment,RI,Injections and Infusions (nononcologic),14,Injection Administration,N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096373,RI014N,R,Treatment,RI,Injections and Infusions (nononcologic),14,Injection Administration,N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096374,RI014N,R,Treatment,RI,Injections and Infusions (nononcologic),14,Injection Administration,N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096375,RI014N,R,Treatment,RI,Injections and Infusions (nononcologic),14,Injection Administration,N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096376,RI014N,R,Treatment,RI,Injections and Infusions (nononcologic),14,Injection Administration,N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
G0068,RI014N,R,Treatment,RI,Injections and Infusions (nononcologic),14,Injection Administration,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
G0069,RI014N,R,Treatment,RI,Injections and Infusions (nononcologic),14,Injection Administration,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
G0070,RI014N,R,Treatment,RI,Injections and Infusions (nononcologic),14,Injection Administration,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
096360,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096361,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096365,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096366,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096367,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096368,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096369,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096370,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
096371,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q0081,RI015N,R,Treatment,RI,Injections and Infusions (nononcologic),15,"Intravenous Infusion, Hydration",N,01/01/1992,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
C9078,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,07/01/2021,09/30/2021,1,2023,07/01/2021,09/30/2021,0,0
J0881,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J0885,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J0888,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
J0896,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,07/01/2020,12/31/9999,1,2022,07/01/2020,12/31/9999,0,0
J1439,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,01/01/2015,12/31/9999,0,2020,01/01/2015,12/31/2019,0,1
J1448,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,10/01/2021,12/31/9999,1,2023,10/01/2021,12/31/9999,0,0
J1750,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,12/31/2005,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J1756,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,01/01/2003,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J2916,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,01/01/2003,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q0138,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q5106,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,07/01/2018,12/31/9999,1,2020,07/01/2018,12/31/9999,0,0
Q5122,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,01/01/2021,12/31/9999,0,2023,01/01/2021,12/31/2022,0,1
Q9970,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),16,Erythropoiesis - Stimulating Agent,N,07/01/2014,12/31/2014,1,2020,07/01/2014,12/31/2014,0,0
C9041,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,04/01/2019,06/30/2020,1,2021,04/01/2019,06/30/2020,0,0
C9047,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,07/01/2019,12/31/9999,1,2021,07/01/2019,12/31/9999,0,0
C9132,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,10/01/2013,06/30/2021,1,2025,01/01/2014,06/30/2021,0,1
C9136,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2015,03/31/2015,1,2021,01/01/2015,03/31/2015,0,1
C9137,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,04/01/2016,12/31/2016,1,2021,04/01/2016,12/31/2016,0,1
C9138,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,04/01/2016,12/31/2016,1,2021,04/01/2016,12/31/2016,0,1
C9139,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,10/01/2016,12/31/2016,1,2021,10/01/2016,12/31/2016,0,1
C9140,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2017,12/31/2017,1,2023,01/01/2017,12/31/2017,0,0
C9141,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,04/01/2019,06/30/2019,1,2023,04/01/2019,06/30/2019,0,0
C9159,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2024,03/31/2024,1,2025,01/01/2024,03/31/2024,0,0
C9172,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,10/01/2024,12/31/9999,1,2025,10/01/2024,12/31/9999,0,0
C9468,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,04/01/2018,12/31/2018,1,2023,04/01/2018,12/31/2018,0,0
J1411,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,04/01/2023,12/31/9999,1,2024,04/01/2023,12/31/9999,0,0
J1412,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2024,12/31/9999,1,2025,01/01/2024,12/31/9999,0,0
J7165,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,04/01/2024,12/31/9999,1,2025,04/01/2024,12/31/9999,0,0
J7168,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,07/01/2021,12/31/9999,1,2023,07/01/2021,12/31/9999,0,0
J7169,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,07/01/2020,12/31/9999,1,2022,07/01/2020,12/31/9999,0,0
J7175,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2017,12/31/9999,1,2020,01/01/2017,12/31/9999,0,0
J7177,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
J7178,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7179,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2017,12/31/9999,1,2020,01/01/2017,12/31/9999,0,0
J7180,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2012,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7181,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
J7182,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
J7183,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2012,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7185,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7186,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7187,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2007,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7188,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2016,12/31/9999,1,2020,01/01/2016,12/31/9999,0,0
J7189,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7190,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7191,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/1996,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7192,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7193,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7194,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7195,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7196,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7197,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/1992,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7198,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2000,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7199,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2000,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7200,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
J7201,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
J7202,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2017,12/31/9999,1,2020,01/01/2017,12/31/9999,0,0
J7203,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
J7204,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,07/01/2020,12/31/9999,1,2022,07/01/2020,12/31/9999,0,0
J7205,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2016,12/31/9999,1,2020,01/01/2016,12/31/9999,0,0
J7207,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2017,12/31/9999,1,2020,01/01/2017,12/31/9999,0,0
J7208,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,07/01/2019,12/31/9999,1,2021,07/01/2019,12/31/9999,0,0
J7209,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2017,12/31/9999,1,2020,01/01/2017,12/31/9999,0,0
J7210,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2018,12/31/9999,1,2020,01/01/2018,12/31/9999,0,0
J7211,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2018,12/31/9999,1,2020,01/01/2018,12/31/9999,0,0
J7212,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
J7213,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,07/01/2023,12/31/9999,1,2024,07/01/2023,12/31/9999,0,0
J7214,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,10/01/2023,12/31/9999,1,2024,10/01/2023,12/31/9999,0,0
Q9975,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),18,Injection - Clotting Factors,N,04/01/2015,12/31/2015,1,2021,04/01/2015,12/31/2015,0,1
C9038,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2019,09/30/2019,1,2021,01/01/2019,09/30/2019,0,0
C9044,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,04/01/2019,09/30/2019,1,2021,04/01/2019,09/30/2019,0,0
C9093,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,04/01/2022,06/30/2022,1,2024,04/01/2022,06/30/2022,0,1
C9157,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,10/01/2023,12/31/2023,1,2024,10/01/2023,12/31/2023,0,0
J0129,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2007,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J0256,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/1989,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
J0257,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2012,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
J1595,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J1744,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J1826,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J1830,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J2778,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2008,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
J2779,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,07/01/2022,12/31/9999,1,2024,07/01/2022,12/31/9999,0,1
J7501,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/1988,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
J7516,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2000,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
J7519,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,10/01/2023,12/31/9999,1,2024,10/01/2023,12/31/9999,0,0
J7525,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2001,12/31/9999,1,2025,01/01/2014,12/31/9999,0,1
J9331,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,07/01/2022,12/31/9999,1,2025,07/01/2022,12/31/9999,0,1
Q3027,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,01/01/2014,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q5115,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,07/01/2019,12/31/9999,1,2021,07/01/2019,12/31/9999,0,0
Q5119,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,07/01/2020,12/31/9999,1,2022,07/01/2020,12/31/9999,0,0
Q5124,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,04/01/2022,12/31/9999,1,2024,04/01/2022,12/31/9999,0,1
Q5128,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),19,Injection - Immunomodulator,N,04/01/2023,12/31/9999,1,2024,04/01/2023,12/31/9999,0,0
C9454,RI022N,R,Treatment,RI,Injections and Infusions (nononcologic),22,Injection - Somatostatin,N,07/01/2015,12/31/2015,1,2020,07/01/2015,12/31/2015,0,0
J1930,RI022N,R,Treatment,RI,Injections and Infusions (nononcologic),22,Injection - Somatostatin,N,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J2353,RI022N,R,Treatment,RI,Injections and Infusions (nononcologic),22,Injection - Somatostatin,N,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J2354,RI022N,R,Treatment,RI,Injections and Infusions (nononcologic),22,Injection - Somatostatin,N,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J2502,RI022N,R,Treatment,RI,Injections and Infusions (nononcologic),22,Injection - Somatostatin,N,01/01/2016,12/31/9999,1,2020,01/01/2016,12/31/9999,0,0
G0008,RI023N,R,Treatment,RI,Injections and Infusions (nononcologic),23,"Vaccine Admin - Flu, Pneum, and Hep B",N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
G0009,RI023N,R,Treatment,RI,Injections and Infusions (nononcologic),23,"Vaccine Admin - Flu, Pneum, and Hep B",N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
G0010,RI023N,R,Treatment,RI,Injections and Infusions (nononcologic),23,"Vaccine Admin - Flu, Pneum, and Hep B",N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J3530,RI023N,R,Treatment,RI,Injections and Infusions (nononcologic),23,"Vaccine Admin - Flu, Pneum, and Hep B",N,01/01/1986,12/31/9999,1,2023,01/01/2014,12/31/9999,0,0
J0135,RI024N,R,Treatment,RI,Injections and Infusions (nononcologic),24,Injection - Tumor Necrosis Factor Blocker,N,01/01/2005,12/31/9999,0,2020,01/01/2014,12/31/2023,0,1
J0717,RI024N,R,Treatment,RI,Injections and Infusions (nononcologic),24,Injection - Tumor Necrosis Factor Blocker,N,01/01/2014,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J1602,RI024N,R,Treatment,RI,Injections and Infusions (nononcologic),24,Injection - Tumor Necrosis Factor Blocker,N,01/01/2014,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J1610,RI024N,R,Treatment,RI,Injections and Infusions (nononcologic),24,Injection - Tumor Necrosis Factor Blocker,N,01/01/1986,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
C9465,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,04/01/2018,12/31/2018,1,2020,04/01/2018,12/31/2018,0,0
C9471,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,04/01/2016,12/31/2016,1,2020,04/01/2016,12/31/2016,0,0
J3470,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J3471,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J3472,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J3473,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2007,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7318,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
J7320,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2017,12/31/9999,1,2020,01/01/2017,12/31/9999,0,0
J7321,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7322,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2017,12/31/9999,1,2020,01/01/2017,12/31/9999,0,0
J7323,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7324,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2008,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7325,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7326,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2012,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J7327,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2015,12/31/9999,1,2020,01/01/2015,12/31/9999,0,0
J7328,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2016,12/31/9999,1,2020,01/01/2016,12/31/9999,0,0
J7329,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
J7331,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,10/01/2019,12/31/9999,1,2021,10/01/2019,12/31/9999,0,0
J7332,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,10/01/2019,12/31/9999,1,2021,10/01/2019,12/31/9999,0,0
J7333,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,07/01/2020,03/31/2021,1,2022,07/01/2020,03/31/2021,0,0
Q9980,RI025N,R,Treatment,RI,Injections and Infusions (nononcologic),25,Injection - Hyaluronan or Derivative,N,01/01/2016,12/31/2016,1,2020,01/01/2016,12/31/2016,0,0
J0270,RI026N,R,Treatment,RI,Injections and Infusions (nononcologic),26,Injection - Vasodilator,N,01/01/1997,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J0278,RI026N,R,Treatment,RI,Injections and Infusions (nononcologic),26,Injection - Vasodilator,N,01/01/2006,12/31/9999,0,2020,01/01/2014,12/31/2023,0,1
J0360,RI026N,R,Treatment,RI,Injections and Infusions (nononcologic),26,Injection - Vasodilator,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
J1325,RI026N,R,Treatment,RI,Injections and Infusions (nononcologic),26,Injection - Vasodilator,N,01/01/1998,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
