report_number,event_type,date_of_event,date_received,manufacturer_name,facility_state,patient_outcomes,device_problems,product_code,brand_name,generic_name,hcpcs_code,hcpcs_desc,device_category,bridge_confidence
3004464228-2020-05991,Malfunction,2020-04-24,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-05992,Malfunction,2020-04-24,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-05993,Malfunction,2020-04-24,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-05994,Malfunction,2020-04-24,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-05995,Injury,2020-04-21,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-05996,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-05997,Malfunction,2020-04-06,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-05998,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-05999,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06000,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06001,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06002,Injury,2020-04-21,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06003,Malfunction,2020-04-27,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06004,Malfunction,2020-04-10,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06005,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06006,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06007,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06008,Malfunction,2020-04-07,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06009,Malfunction,2020-04-10,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06010,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06011,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06012,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06013,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06014,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06015,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06016,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06017,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06018,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06019,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06020,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06021,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06022,Injury,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06023,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06024,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06025,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06026,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06027,Injury,2020-02-09,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06028,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06029,Injury,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06030,Injury,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06031,Injury,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06032,Malfunction,2020-03-27,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06033,Malfunction,2020-03-29,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06034,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06035,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06036,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06037,Malfunction,2020-03-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06038,Malfunction,2020-03-02,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06039,Injury,2020-04-13,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06040,Malfunction,2020-04-13,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06041,Malfunction,2020-04-13,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06042,Malfunction,2020-04-01,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06043,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06044,Malfunction,2020-04-23,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06045,Malfunction,2020-04-22,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06046,Malfunction,2019-08-19,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06047,Malfunction,2020-04-14,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06048,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06049,Malfunction,2020-04-09,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06050,Malfunction,2020-04-13,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06051,Malfunction,2020-04-13,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06052,Malfunction,2020-04-11,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06053,Injury,2020-04-13,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06054,Injury,2020-04-08,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06055,Malfunction,2020-04-13,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06056,Malfunction,2020-03-02,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06057,Malfunction,2020-03-27,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06058,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06059,Malfunction,2020-04-13,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06060,Malfunction,2020-04-12,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06061,Injury,2019-10-05,2020-04-28,INSULET CORPORATION,,,LZG,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06062,Malfunction,2020-03-17,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06063,Malfunction,2020-04-11,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06064,Malfunction,2020-04-13,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06065,Malfunction,2020-04-13,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06066,Malfunction,2020-04-13,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06067,Malfunction,2020-04-13,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06068,Malfunction,2020-04-13,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06069,Malfunction,2020-04-02,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06070,Malfunction,2020-04-11,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06071,Malfunction,2020-04-09,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06072,Malfunction,2020-03-31,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06073,Malfunction,2019-05-21,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06074,Malfunction,2020-04-11,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06075,Malfunction,2020-04-07,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06076,Malfunction,2020-04-10,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004464228-2020-06077,Injury,2020-03-28,2020-04-29,INSULET CORPORATION,,,LZG,LZG,OMNIPOD INSULIN PUMP,"PUMP, INFUSION, INSULIN",E0784,Ext amb infusn pump insulin,insulin_pump,high
3004753838-2020-033980,Malfunction,2020-03-28,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-033980,Malfunction,2020-03-28,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-033981,Malfunction,2020-04-03,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-033981,Malfunction,2020-04-03,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-033982,Malfunction,2020-04-03,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-033982,Malfunction,2020-04-03,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-033983,Malfunction,2020-04-02,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-033983,Malfunction,2020-04-02,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-037231,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-037231,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038250,Malfunction,2020-03-30,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038250,Malfunction,2020-03-30,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038411,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038411,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038417,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038417,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038420,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038420,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038449,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038449,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038451,Malfunction,2020-04-11,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038451,Malfunction,2020-04-11,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038534,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
