report_number,event_type,date_of_event,date_received,manufacturer_name,facility_state,patient_outcomes,device_problems,product_code,brand_name,generic_name,hcpcs_code,hcpcs_desc,device_category,bridge_confidence
3004753838-2020-038534,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038542,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038542,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038545,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038545,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038550,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038550,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038564,Malfunction,2020-04-09,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038564,Malfunction,2020-04-09,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038565,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038565,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038569,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038569,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038573,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038573,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038574,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038574,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038579,Malfunction,2020-03-18,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038579,Malfunction,2020-03-18,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038582,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038582,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038583,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038583,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038585,Malfunction,2020-04-10,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038585,Malfunction,2020-04-10,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038588,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038588,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038593,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038593,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038596,Malfunction,2020-04-10,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038596,Malfunction,2020-04-10,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038598,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038598,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038609,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038609,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038621,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038621,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038667,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038667,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038679,Malfunction,2020-04-11,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038679,Malfunction,2020-04-11,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038680,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038680,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038684,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038684,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038685,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038685,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038691,Malfunction,2020-04-11,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038691,Malfunction,2020-04-11,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038695,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038695,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038698,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038698,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038700,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038700,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038710,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038710,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038721,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038721,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038728,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038728,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038737,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038737,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038739,Malfunction,2020-03-30,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038739,Malfunction,2020-03-30,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038741,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038741,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038743,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038743,Malfunction,2020-04-12,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038747,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038747,Malfunction,2020-04-13,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038749,Malfunction,2020-03-11,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038749,Malfunction,2020-03-11,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038776,Malfunction,2020-03-29,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038776,Malfunction,2020-03-29,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038783,Malfunction,2020-03-24,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038783,Malfunction,2020-03-24,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038784,Malfunction,2020-03-24,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038784,Malfunction,2020-03-24,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038785,Malfunction,2020-03-29,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038785,Malfunction,2020-03-29,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038786,Malfunction,2020-04-07,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038786,Malfunction,2020-04-07,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038787,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038787,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038788,Malfunction,2020-01-20,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038788,Malfunction,2020-01-20,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038789,Malfunction,2020-04-15,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038789,Malfunction,2020-04-15,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038790,Malfunction,2020-04-17,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038790,Malfunction,2020-04-17,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038791,Malfunction,2020-04-17,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038791,Malfunction,2020-04-17,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038792,Malfunction,2020-04-11,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038792,Malfunction,2020-04-11,2020-04-27,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038793,Malfunction,2020-04-18,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038793,Malfunction,2020-04-18,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-038794,Malfunction,2020-04-20,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-038794,Malfunction,2020-04-20,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
